id,female,age,education,political,treatment_str,risky,green,duration_survey,winner,loser,bonus_startup,bonus_ingame,bonus_lottery,bonus_final,repeater
908,0,30,5,0,Nominal choice (w),NA,0,622,0,1,0.5,0.5,0,0.5,0
909,1,44,2,-1,Forced choice strong,1,NA,615,0,1,0.5,0.5,0,0.5,0
910,0,40,3,0,Nominal choice (w),NA,1,603,1,0,0.5,0.5,8,8.5,0
911,1,46,5,2,Base (nw),NA,NA,251,0,1,0.5,0.5,0,0.5,0
912,0,34,3,-1,Forced choice strong,1,NA,808,1,0,0.5,0.5,8,8.5,0
913,0,43,6,-2,Nominal choice (w),NA,1,1890,0,1,0.5,0.5,0,0.5,0
914,0,31,5,-1,Forced choice strong,1,NA,557,0,1,0.5,0.5,0,0.5,0
915,1,57,6,1,Forced choice very strong,1,NA,658,1,0,0.5,0.5,8,8.5,0
916,0,40,2,0,Forced choice (w),1,NA,468,1,0,0.5,0.5,8,8.5,0
917,1,28,5,0,Base (w),NA,NA,546,1,0,0.5,0.5,8,8.5,0
918,0,41,4,1,Forced choice very strong,1,NA,627,1,0,0.5,0.5,8,8.5,0
919,1,32,3,0,Base (w),NA,NA,782,1,0,0.5,0.5,8,8.5,0
920,1,21,2,1,Forced choice (w),1,NA,589,0,1,0.5,0.5,0,0.5,1
921,0,30,4,0,Forced choice strong,1,NA,575,0,1,0.5,0.5,0,0.5,0
922,1,36,3,-2,Nominal choice (nw),NA,1,877,0,1,0.5,0.5,0,0.5,0
923,0,33,3,0,Forced choice (w),1,NA,752,0,1,0.5,0.5,0,0.5,0
924,1,27,5,-2,Forced choice strong,1,NA,669,1,0,0.5,0.5,8,8.5,0
925,1,39,5,-1,Nominal choice (w),NA,1,689,1,0,0.5,0.5,8,8.5,0
926,0,53,6,1,Forced choice (w),1,NA,694,1,0,0.5,0.5,8,8.5,0
927,1,31,3,-2,Base (w),NA,NA,584,1,0,0.5,0.5,8,8.5,0
928,1,30,3,0,Forced choice very strong,1,NA,629,1,0,0.5,0.5,8,8.5,0
929,1,34,3,0,Nominal choice (nw),NA,1,234,1,0,0.5,0.5,8,8.5,0
930,0,33,5,-1,Forced choice strong,1,NA,548,0,1,0.5,0.5,0,0.5,0
931,1,53,5,-1,Forced choice (nw),1,NA,185,0,1,0.5,0.5,0,0.5,0
932,0,44,5,-2,Forced choice (w),1,NA,682,1,0,0.5,0.5,8,8.5,0
933,0,42,5,1,Forced choice (nw),1,NA,87,0,1,0.5,0.5,0,0.5,0
934,0,24,5,1,Forced choice (w),1,NA,577,1,0,0.5,0.5,8,8.5,0
935,0,66,2,2,Forced choice very strong,0,NA,796,0,0,0.5,0.25,NA,0.25,0
936,1,55,5,1,Forced choice (w),0,NA,765,0,0,0.5,0.75,NA,0.75,0
937,0,29,5,-1,Forced choice very strong,1,NA,907,0,1,0.5,0.5,0,0.5,0
938,0,28,3,1,Forced choice strong,1,NA,665,0,1,0.5,0.5,0,0.5,0
939,0,43,3,-2,Forced choice very strong,1,NA,616,0,1,0.5,0.5,0,0.5,0
940,1,27,4,0,Forced choice (w),1,NA,584,0,1,0.5,0.5,0,0.5,0
941,0,45,5,-1,Base (w),NA,NA,746,1,0,0.5,0.5,8,8.5,0
942,0,31,5,-1,Base (nw),NA,NA,432,1,0,0.5,0.5,8,8.5,0
943,0,34,6,1,Base (nw),NA,NA,119,1,0,0.5,0.5,8,8.5,0
944,0,34,5,-1,Nominal choice (nw),NA,1,157,1,0,0.5,0.5,8,8.5,0
945,0,20,5,0,Forced choice (nw),1,NA,29,0,1,0.5,0.5,0,0.5,1
946,0,40,5,-1,Base (w),NA,NA,643,0,1,0.5,0.5,0,0.5,0
947,0,34,4,-1,Forced choice very strong,1,NA,568,1,0,0.5,0.5,8,8.5,0
948,0,53,5,0,Nominal choice (w),NA,1,786,0,1,0.5,0.5,0,0.5,0
949,0,54,6,-2,Forced choice (nw),1,NA,113,1,0,0.5,0.5,8,8.5,0
950,0,50,3,2,Forced choice (w),1,NA,671,1,0,0.5,0.5,8,8.5,0
951,1,37,5,0,Forced choice (w),1,NA,632,1,0,0.5,0.5,8,8.5,0
952,0,63,8,2,Forced choice very strong,1,NA,651,1,0,0.5,0.5,8,8.5,0
953,0,35,5,-2,Forced choice strong,1,NA,747,0,1,0.5,0.5,0,0.5,0
954,1,39,3,-1,Base (w),NA,NA,615,0,1,0.5,0.5,0,0.5,0
955,1,51,6,-1,Forced choice strong,1,NA,589,1,0,0.5,0.5,8,8.5,0
956,0,31,4,-1,Base (nw),NA,NA,263,1,0,0.5,0.5,8,8.5,0
957,0,33,2,0,Base (w),NA,NA,803,0,1,0.5,0.5,0,0.5,0
958,1,47,3,-1,Forced choice strong,1,NA,611,1,0,0.5,0.5,8,8.5,0
959,0,25,5,-1,Forced choice very strong,1,NA,537,1,0,0.5,0.5,8,8.5,0
960,0,55,2,1,Nominal choice (w),NA,0,577,1,0,0.5,0.5,8,8.5,0
961,1,69,5,1,Forced choice very strong,0,NA,746,0,0,0.5,0.25,NA,0.25,0
962,1,27,5,-1,Forced choice (nw),1,NA,66,0,1,0.5,0.5,0,0.5,0
963,1,50,5,1,Base (w),NA,NA,620,0,1,0.5,0.5,0,0.5,0
964,1,30,5,-2,Forced choice (w),1,NA,564,1,0,0.5,0.5,8,8.5,0
965,0,40,4,1,Forced choice very strong,1,NA,590,0,1,0.5,0.5,0,0.5,0
966,1,35,3,0,Forced choice (nw),1,NA,70,0,1,0.5,0.5,0,0.5,1
967,0,44,5,-2,Nominal choice (w),NA,1,766,0,1,0.5,0.5,0,0.5,0
968,1,22,2,-2,Base (w),NA,NA,707,1,0,0.5,0.5,8,8.5,0
969,1,38,6,0,Nominal choice (w),NA,0,593,0,1,0.5,0.5,0,0.5,0
970,0,25,5,-2,Base (w),NA,NA,554,0,1,0.5,0.5,0,0.5,0
971,1,27,5,-1,Nominal choice (nw),NA,1,136,0,1,0.5,0.5,0,0.5,0
972,1,55,5,-2,Base (w),NA,NA,696,0,1,0.5,0.5,0,0.5,0
973,0,51,2,1,Forced choice (w),0,NA,552,0,0,0.5,0.75,NA,0.75,0
974,0,44,5,0,Forced choice (w),1,NA,605,1,0,0.5,0.5,8,8.5,0
975,1,29,5,-2,Base (nw),NA,NA,1032,1,0,0.5,0.5,8,8.5,0
976,0,41,3,-1,Nominal choice (w),NA,1,727,0,1,0.5,0.5,0,0.5,0
977,0,33,3,-1,Forced choice very strong,1,NA,550,0,1,0.5,0.5,0,0.5,0
978,1,22,3,-1,Forced choice (nw),0,NA,120,0,0,0.5,0.75,NA,0.75,0
979,0,33,5,-1,Nominal choice (nw),NA,0,366,0,1,0.5,0.5,0,0.5,0
980,1,35,5,-2,Forced choice (w),1,NA,647,0,1,0.5,0.5,0,0.5,0
981,0,36,5,-1,Forced choice (nw),1,NA,110,0,1,0.5,0.5,0,0.5,0
982,1,51,5,1,Nominal choice (nw),NA,1,261,0,1,0.5,0.5,0,0.5,0
983,0,40,5,0,Forced choice (w),1,NA,802,1,0,0.5,0.5,8,8.5,0
984,1,30,5,0,Nominal choice (w),NA,0,537,1,0,0.5,0.5,8,8.5,0
985,0,37,5,-1,Forced choice very strong,0,NA,735,0,0,0.5,0.25,NA,0.25,0
986,1,29,3,-2,Forced choice very strong,1,NA,551,0,1,0.5,0.5,0,0.5,0
987,0,26,3,-1,Base (w),NA,NA,528,1,0,0.5,0.5,8,8.5,0
988,1,46,2,1,Base (w),NA,NA,564,0,1,0.5,0.5,0,0.5,0
989,0,32,7,0,Nominal choice (nw),NA,0,116,1,0,0.5,0.5,8,8.5,0
990,1,54,3,-1,Nominal choice (nw),NA,1,216,1,0,0.5,0.5,8,8.5,0
991,1,63,3,-2,Forced choice (nw),1,NA,157,1,0,0.5,0.5,8,8.5,0
992,0,43,5,2,Nominal choice (w),NA,1,613,1,0,0.5,0.5,8,8.5,0
993,1,52,5,0,Forced choice very strong,1,NA,826,0,1,0.5,0.5,0,0.5,0
994,1,30,3,-2,Base (nw),NA,NA,72,0,1,0.5,0.5,0,0.5,0
995,1,32,6,-2,Base (w),NA,NA,552,1,0,0.5,0.5,8,8.5,0
996,0,68,3,-1,Base (w),NA,NA,668,1,0,0.5,0.5,8,8.5,0
997,1,35,2,1,Forced choice (w),1,NA,612,0,1,0.5,0.5,0,0.5,0
998,0,53,2,1,Forced choice strong,1,NA,722,1,0,0.5,0.5,8,8.5,0
999,0,75,3,1,Base (nw),NA,NA,181,0,1,0.5,0.5,0,0.5,0
1000,1,33,2,0,Nominal choice (w),NA,0,583,0,1,0.5,0.5,0,0.5,0
1001,1,59,1,0,Base (w),NA,NA,780,1,0,0.5,0.5,8,8.5,0
1002,0,30,5,-1,Base (w),NA,NA,624,1,0,0.5,0.5,8,8.5,0
1003,0,30,3,-2,Forced choice (nw),1,NA,92,1,0,0.5,0.5,8,8.5,0
1004,0,36,4,0,Forced choice very strong,0,NA,1724,0,0,0.5,0.25,NA,0.25,0
1005,1,54,4,2,Forced choice strong,1,NA,712,1,0,0.5,0.5,8,8.5,0
1006,0,22,5,-2,Forced choice very strong,1,NA,788,0,1,0.5,0.5,0,0.5,0
1007,0,44,5,0,Nominal choice (w),NA,0,640,1,0,0.5,0.5,8,8.5,0
1008,0,29,5,-1,Base (nw),NA,NA,111,0,1,0.5,0.5,0,0.5,0
1009,0,29,3,-1,Forced choice strong,1,NA,783,1,0,0.5,0.5,8,8.5,0
1010,0,30,3,-1,Forced choice strong,1,NA,1016,0,1,0.5,0.5,0,0.5,0
1011,0,33,3,0,Forced choice (w),1,NA,563,1,0,0.5,0.5,8,8.5,1
1012,1,25,2,0,Base (nw),NA,NA,74,1,0,0.5,0.5,8,8.5,0
1013,0,27,4,0,Forced choice very strong,1,NA,881,0,1,0.5,0.5,0,0.5,0
1014,0,30,2,2,Forced choice strong,1,NA,650,0,1,0.5,0.5,0,0.5,0
1015,1,48,3,2,Forced choice (w),1,NA,540,0,1,0.5,0.5,0,0.5,0
1016,0,50,6,0,Forced choice very strong,1,NA,624,0,1,0.5,0.5,0,0.5,0
1017,1,24,5,-1,Forced choice (nw),1,NA,32,0,1,0.5,0.5,0,0.5,0
1018,0,42,2,1,Nominal choice (nw),NA,1,133,0,1,0.5,0.5,0,0.5,0
1019,0,31,3,-2,Base (w),NA,NA,705,1,0,0.5,0.5,8,8.5,0
1020,0,38,5,-1,Nominal choice (nw),NA,1,80,1,0,0.5,0.5,8,8.5,0
1021,1,81,7,1,Base (nw),NA,NA,374,0,1,0.5,0.5,0,0.5,0
1022,1,27,5,-2,Nominal choice (nw),NA,0,94,0,1,0.5,0.5,0,0.5,0
1023,0,30,4,1,Base (w),NA,NA,526,0,1,0.5,0.5,0,0.5,0
1024,1,41,6,-1,Base (w),NA,NA,612,0,1,0.5,0.5,0,0.5,0
1025,0,24,6,-1,Forced choice very strong,1,NA,731,1,0,0.5,0.5,8,8.5,0
1026,1,57,4,-2,Base (w),NA,NA,693,0,1,0.5,0.5,0,0.5,0
1027,0,24,4,-1,Forced choice (nw),1,NA,390,0,1,0.5,0.5,0,0.5,0
1028,0,31,6,0,Base (w),NA,NA,518,1,0,0.5,0.5,8,8.5,0
1029,1,52,3,-2,Forced choice (w),0,NA,941,0,0,0.5,0.75,NA,0.75,0
1030,0,27,6,2,Base (nw),NA,NA,31,1,0,0.5,0.5,8,8.5,1
1031,1,34,2,-1,Nominal choice (nw),NA,0,242,1,0,0.5,0.5,8,8.5,0
1032,0,26,5,-1,Forced choice (w),1,NA,614,1,0,0.5,0.5,8,8.5,0
1033,0,36,1,-1,Forced choice (nw),1,NA,157,1,0,0.5,0.5,8,8.5,0
1034,1,32,3,-1,Base (w),NA,NA,535,0,1,0.5,0.5,0,0.5,0
1035,0,41,3,-1,Base (w),NA,NA,884,1,0,0.5,0.5,8,8.5,0
1036,0,47,3,0,Nominal choice (w),NA,0,599,0,1,0.5,0.5,0,0.5,0
1037,1,24,5,-1,Forced choice (w),1,NA,568,0,1,0.5,0.5,0,0.5,0
1038,0,30,5,1,Forced choice strong,1,NA,1201,1,0,0.5,0.5,8,8.5,0
1039,1,40,5,-2,Nominal choice (w),NA,1,1604,0,1,0.5,0.5,0,0.5,0
1040,0,46,4,0,Forced choice (w),1,NA,622,0,1,0.5,0.5,0,0.5,0
1041,0,39,6,-1,Nominal choice (w),NA,0,708,1,0,0.5,0.5,8,8.5,0
1042,1,23,3,-2,Forced choice (w),1,NA,560,1,0,0.5,0.5,8,8.5,0
1043,0,35,5,-1,Forced choice (w),1,NA,620,1,0,0.5,0.5,8,8.5,0
1044,0,42,5,-1,Forced choice (nw),1,NA,268,0,1,0.5,0.5,0,0.5,0
1045,1,28,3,0,Forced choice (w),1,NA,621,1,0,0.5,0.5,8,8.5,1
1046,0,40,5,1,Forced choice (nw),1,NA,72,0,1,0.5,0.5,0,0.5,0
1047,1,25,6,-1,Nominal choice (w),NA,0,597,0,1,0.5,0.5,0,0.5,0
1048,0,30,4,-1,Forced choice (nw),1,NA,238,1,0,0.5,0.5,8,8.5,0
1049,1,29,5,-2,Base (nw),NA,NA,205,1,0,0.5,0.5,8,8.5,0
1050,1,35,5,1,Forced choice strong,1,NA,632,1,0,0.5,0.5,8,8.5,0
1051,0,39,2,1,Nominal choice (w),NA,1,755,1,0,0.5,0.5,8,8.5,0
1052,1,55,3,-1,Forced choice strong,1,NA,672,0,1,0.5,0.5,0,0.5,0
1053,0,28,5,-2,Base (nw),NA,NA,64,0,1,0.5,0.5,0,0.5,0
1054,0,24,6,-1,Forced choice (w),1,NA,620,1,0,0.5,0.5,8,8.5,0
1055,1,33,4,0,Forced choice (nw),1,NA,199,0,1,0.5,0.5,0,0.5,0
1056,1,41,2,-1,Forced choice very strong,1,NA,603,0,1,0.5,0.5,0,0.5,0
1057,1,39,5,1,Forced choice very strong,1,NA,601,0,1,0.5,0.5,0,0.5,0
1058,0,34,6,-2,Forced choice (w),1,NA,633,1,0,0.5,0.5,8,8.5,0
1059,0,37,5,0,Nominal choice (nw),NA,0,149,0,1,0.5,0.5,0,0.5,0
1060,0,58,6,-1,Base (nw),NA,NA,204,0,1,0.5,0.5,0,0.5,0
1061,0,27,6,0,Forced choice (w),1,NA,576,0,1,0.5,0.5,0,0.5,0
1062,1,66,6,-2,Base (nw),NA,NA,166,0,1,0.5,0.5,0,0.5,0
1063,0,35,3,-1,Forced choice very strong,1,NA,662,1,0,0.5,0.5,8,8.5,0
1064,0,33,5,1,Nominal choice (nw),NA,0,121,0,1,0.5,0.5,0,0.5,0
1065,0,62,5,-1,Forced choice very strong,0,NA,948,0,0,0.5,0.25,NA,0.25,0
1066,0,21,3,-1,Forced choice very strong,0,NA,614,0,0,0.5,0.25,NA,0.25,1
1067,0,38,6,-2,Nominal choice (nw),NA,1,84,1,0,0.5,0.5,8,8.5,0
1068,1,39,5,-1,Base (nw),NA,NA,80,0,1,0.5,0.5,0,0.5,0
1069,1,44,5,-1,Nominal choice (w),NA,0,785,1,0,0.5,0.5,8,8.5,0
1070,0,36,5,1,Forced choice (w),0,NA,666,0,0,0.5,0.75,NA,0.75,0
1071,0,32,5,0,Forced choice (w),1,NA,580,0,1,0.5,0.5,0,0.5,0
1072,1,37,4,1,Forced choice (w),1,NA,611,1,0,0.5,0.5,8,8.5,0
1073,1,33,6,-1,Base (w),NA,NA,733,0,1,0.5,0.5,0,0.5,0
1074,1,27,3,0,Base (w),NA,NA,1025,1,0,0.5,0.5,8,8.5,0
1075,1,40,5,2,Nominal choice (nw),NA,1,35,1,0,0.5,0.5,8,8.5,0
1076,1,31,5,1,Forced choice strong,1,NA,581,1,0,0.5,0.5,8,8.5,0
1077,1,28,4,0,Forced choice strong,1,NA,620,1,0,0.5,0.5,8,8.5,0
1078,0,35,5,1,Forced choice (w),1,NA,641,0,1,0.5,0.5,0,0.5,0
1079,1,34,5,2,Nominal choice (w),NA,1,767,0,1,0.5,0.5,0,0.5,0
1080,0,68,5,-1,Forced choice (nw),1,NA,151,1,0,0.5,0.5,8,8.5,0
1081,0,37,5,0,Forced choice (w),0,NA,603,0,0,0.5,0.75,NA,0.75,0
1082,0,32,7,-2,Base (w),NA,NA,596,1,0,0.5,0.5,8,8.5,0
1083,0,39,2,-1,Forced choice very strong,1,NA,1078,1,0,0.5,0.5,8,8.5,0
1084,0,59,4,-1,Forced choice strong,1,NA,609,1,0,0.5,0.5,8,8.5,0
1085,0,31,6,1,Forced choice very strong,0,NA,647,0,0,0.5,0.25,NA,0.25,0
1086,1,35,5,-2,Forced choice (nw),1,NA,108,1,0,0.5,0.5,8,8.5,0
1087,0,31,5,1,Nominal choice (nw),NA,1,85,1,0,0.5,0.5,8,8.5,0
1088,1,43,4,0,Base (nw),NA,NA,235,0,1,0.5,0.5,0,0.5,0
1089,0,30,2,-1,Forced choice strong,1,NA,565,1,0,0.5,0.5,8,8.5,0
1090,1,25,6,1,Forced choice very strong,1,NA,593,0,1,0.5,0.5,0,0.5,0
1091,0,29,8,-1,Forced choice (w),1,NA,1168,1,0,0.5,0.5,8,8.5,0
1092,0,38,6,-1,Nominal choice (w),NA,0,544,0,1,0.5,0.5,0,0.5,0
1093,1,34,6,2,Nominal choice (nw),NA,1,75,0,1,0.5,0.5,0,0.5,0
1094,1,25,5,2,Forced choice very strong,0,NA,784,0,0,0.5,0.25,NA,0.25,0
1095,1,50,2,1,Forced choice (nw),1,NA,137,0,1,0.5,0.5,0,0.5,0
1096,0,31,5,-1,Forced choice (w),0,NA,1348,0,0,0.5,0.75,NA,0.75,0
1097,1,37,5,-1,Nominal choice (w),NA,0,598,1,0,0.5,0.5,8,8.5,0
1098,1,37,5,-2,Forced choice very strong,0,NA,745,0,0,0.5,0.25,NA,0.25,0
1099,1,46,6,-1,Nominal choice (nw),NA,1,144,1,0,0.5,0.5,8,8.5,0
1100,1,46,6,-1,Forced choice (w),0,NA,849,0,0,0.5,0.75,NA,0.75,0
1101,1,58,5,1,Forced choice (nw),1,NA,134,0,1,0.5,0.5,0,0.5,0
1102,1,47,5,-2,Nominal choice (w),NA,1,544,0,1,0.5,0.5,0,0.5,0
1103,0,29,5,1,Base (w),NA,NA,541,1,0,0.5,0.5,8,8.5,0
1104,1,34,4,-1,Base (w),NA,NA,732,0,1,0.5,0.5,0,0.5,0
1105,1,24,3,-2,Forced choice very strong,0,NA,553,0,0,0.5,0.25,NA,0.25,0
1106,0,33,5,0,Forced choice (nw),1,NA,136,1,0,0.5,0.5,8,8.5,0
1107,1,27,5,-1,Base (w),NA,NA,630,1,0,0.5,0.5,8,8.5,0
1108,1,29,5,0,Nominal choice (nw),NA,1,75,1,0,0.5,0.5,8,8.5,0
1109,1,31,5,-1,Nominal choice (nw),NA,0,95,1,0,0.5,0.5,8,8.5,0
1110,0,35,5,0,Forced choice (nw),1,NA,110,0,1,0.5,0.5,0,0.5,0
1111,0,35,5,-1,Nominal choice (w),NA,0,600,1,0,0.5,0.5,8,8.5,0
1112,1,25,5,-1,Forced choice (nw),1,NA,107,1,0,0.5,0.5,8,8.5,0
1113,1,41,8,-2,Nominal choice (w),NA,1,588,0,1,0.5,0.5,0,0.5,0
1114,1,60,2,-1,Forced choice (nw),1,NA,101,1,0,0.5,0.5,8,8.5,0
1115,0,31,5,-1,Nominal choice (nw),NA,1,93,0,1,0.5,0.5,0,0.5,0
1116,0,28,2,0,Forced choice (nw),1,NA,193,0,1,0.5,0.5,0,0.5,0
1117,1,42,5,-1,Forced choice very strong,1,NA,566,0,1,0.5,0.5,0,0.5,0
1118,0,28,2,-2,Nominal choice (nw),NA,1,110,0,1,0.5,0.5,0,0.5,0
1119,0,31,5,0,Base (w),NA,NA,747,0,1,0.5,0.5,0,0.5,0
1120,0,25,4,1,Base (nw),NA,NA,75,0,1,0.5,0.5,0,0.5,0
1121,1,33,4,-1,Nominal choice (nw),NA,1,110,1,0,0.5,0.5,8,8.5,0
1122,1,31,5,2,Forced choice very strong,1,NA,699,0,1,0.5,0.5,0,0.5,0
1123,0,55,3,1,Nominal choice (nw),NA,1,124,1,0,0.5,0.5,8,8.5,0
1124,1,37,4,0,Nominal choice (nw),NA,1,131,0,1,0.5,0.5,0,0.5,0
1125,1,29,5,1,Base (nw),NA,NA,61,0,1,0.5,0.5,0,0.5,0
1126,0,32,5,-1,Base (nw),NA,NA,792,1,0,0.5,0.5,8,8.5,0
1127,1,41,3,0,Forced choice (w),1,NA,770,1,0,0.5,0.5,8,8.5,0
1128,0,34,3,-2,Forced choice (nw),1,NA,220,0,1,0.5,0.5,0,0.5,0
1129,1,34,6,0,Forced choice (w),1,NA,565,0,1,0.5,0.5,0,0.5,0
1130,1,22,4,-2,Forced choice (w),1,NA,538,1,0,0.5,0.5,8,8.5,0
1131,0,33,5,-2,Base (nw),NA,NA,137,1,0,0.5,0.5,8,8.5,0
1132,1,31,5,-1,Forced choice (nw),0,NA,134,0,0,0.5,0.75,NA,0.75,0
1133,0,50,3,-2,Base (nw),NA,NA,248,1,0,0.5,0.5,8,8.5,0
1134,0,34,2,0,Forced choice very strong,1,NA,852,1,0,0.5,0.5,8,8.5,0
1135,0,44,2,2,Forced choice very strong,1,NA,665,0,1,0.5,0.5,0,0.5,0
1136,0,30,3,0,Forced choice very strong,1,NA,1099,1,0,0.5,0.5,8,8.5,0
1137,0,37,2,-1,Base (w),NA,NA,1033,0,1,0.5,0.5,0,0.5,0
1138,0,34,6,-2,Forced choice (w),1,NA,587,1,0,0.5,0.5,8,8.5,0
1139,0,28,3,-2,Forced choice (nw),1,NA,164,0,1,0.5,0.5,0,0.5,0
1140,0,21,3,-1,Nominal choice (w),NA,1,553,1,0,0.5,0.5,8,8.5,0
1141,0,30,5,-1,Base (w),NA,NA,563,0,1,0.5,0.5,0,0.5,0
1142,1,25,5,1,Base (nw),NA,NA,63,0,1,0.5,0.5,0,0.5,0
1143,1,24,4,0,Forced choice very strong,1,NA,891,0,1,0.5,0.5,0,0.5,0
1144,1,30,4,1,Forced choice very strong,1,NA,919,0,1,0.5,0.5,0,0.5,0
1145,1,67,5,-1,Forced choice (nw),1,NA,126,0,1,0.5,0.5,0,0.5,0
1146,1,27,2,2,Forced choice very strong,1,NA,751,1,0,0.5,0.5,8,8.5,0
1147,1,32,5,-2,Base (w),NA,NA,594,1,0,0.5,0.5,8,8.5,0
1148,0,24,5,0,Forced choice strong,1,NA,538,0,1,0.5,0.5,0,0.5,0
1149,1,34,5,1,Nominal choice (w),NA,0,552,1,0,0.5,0.5,8,8.5,0
1150,0,30,3,0,Forced choice very strong,0,NA,793,0,0,0.5,0.25,NA,0.25,0
1151,1,34,2,-1,Nominal choice (nw),NA,0,173,1,0,0.5,0.5,8,8.5,0
1152,0,30,2,-2,Forced choice (w),1,NA,997,0,1,0.5,0.5,0,0.5,0
1153,0,39,4,1,Forced choice (nw),1,NA,282,1,0,0.5,0.5,8,8.5,0
1154,1,27,5,-1,Base (w),NA,NA,515,0,1,0.5,0.5,0,0.5,0
1155,0,24,3,0,Nominal choice (w),NA,1,862,0,1,0.5,0.5,0,0.5,0
1156,1,25,5,-2,Base (nw),NA,NA,263,1,0,0.5,0.5,8,8.5,0
1157,1,25,5,-2,Forced choice (w),0,NA,784,0,0,0.5,0.75,NA,0.75,0
1158,0,27,2,0,Forced choice (w),1,NA,577,1,0,0.5,0.5,8,8.5,0
1159,1,50,5,-2,Forced choice very strong,1,NA,686,0,1,0.5,0.5,0,0.5,0
1160,1,45,4,-1,Forced choice (w),0,NA,1011,0,0,0.5,0.75,NA,0.75,0
1161,0,28,3,-1,Base (nw),NA,NA,170,0,1,0.5,0.5,0,0.5,0
1162,0,28,5,-1,Forced choice strong,1,NA,1414,0,1,0.5,0.5,0,0.5,0
1163,0,20,3,-1,Forced choice (w),1,NA,602,0,1,0.5,0.5,0,0.5,0
1164,1,33,5,-1,Base (w),NA,NA,1515,1,0,0.5,0.5,8,8.5,0
1165,0,41,5,-1,Base (w),NA,NA,552,1,0,0.5,0.5,8,8.5,0
1166,0,35,4,0,Nominal choice (w),NA,1,578,1,0,0.5,0.5,8,8.5,0
1167,1,55,5,-1,Nominal choice (nw),NA,1,95,0,1,0.5,0.5,0,0.5,0
1168,1,30,5,0,Nominal choice (nw),NA,1,164,1,0,0.5,0.5,8,8.5,0
1169,0,58,5,1,Base (nw),NA,NA,65,1,0,0.5,0.5,8,8.5,0
1170,0,33,3,-2,Base (nw),NA,NA,77,0,1,0.5,0.5,0,0.5,0
1171,1,48,4,-1,Forced choice (nw),1,NA,490,1,0,0.5,0.5,8,8.5,0
1172,0,40,3,-2,Forced choice (w),1,NA,902,1,0,0.5,0.5,8,8.5,0
1173,0,27,4,0,Forced choice strong,1,NA,664,1,0,0.5,0.5,8,8.5,0
1174,1,45,3,-2,Forced choice (w),1,NA,1050,1,0,0.5,0.5,8,8.5,0
1175,0,25,5,1,Forced choice strong,1,NA,551,1,0,0.5,0.5,8,8.5,0
1176,1,30,6,-1,Forced choice (nw),1,NA,93,0,1,0.5,0.5,0,0.5,0
1177,0,33,5,-1,Nominal choice (w),NA,1,664,0,1,0.5,0.5,0,0.5,0
1178,1,28,5,-2,Forced choice strong,1,NA,685,0,1,0.5,0.5,0,0.5,0
1179,0,25,1,0,Forced choice (w),1,NA,720,0,1,0.5,0.5,0,0.5,1
1180,1,31,5,0,Base (nw),NA,NA,190,1,0,0.5,0.5,8,8.5,0
1181,1,65,3,-1,Nominal choice (nw),NA,1,171,0,1,0.5,0.5,0,0.5,0
1182,0,65,3,-2,Nominal choice (nw),NA,0,120,1,0,0.5,0.5,8,8.5,0
1183,0,24,4,-1,Nominal choice (w),NA,1,569,0,1,0.5,0.5,0,0.5,0
1184,0,39,3,0,Nominal choice (nw),NA,1,136,1,0,0.5,0.5,8,8.5,0
1185,0,34,4,-1,Forced choice strong,1,NA,644,1,0,0.5,0.5,8,8.5,0
1186,1,45,7,-1,Base (w),NA,NA,634,0,1,0.5,0.5,0,0.5,0
1187,1,49,5,1,Forced choice (w),0,NA,728,0,0,0.5,0.75,NA,0.75,0
1188,1,37,2,0,Nominal choice (nw),NA,1,1671,0,1,0.5,0.5,0,0.5,0
1189,1,31,5,-1,Forced choice (w),1,NA,580,1,0,0.5,0.5,8,8.5,0
1190,0,30,4,0,Base (w),NA,NA,572,0,1,0.5,0.5,0,0.5,0
1191,1,33,6,0,Base (w),NA,NA,577,1,0,0.5,0.5,8,8.5,0
1192,0,35,5,0,Base (nw),NA,NA,58,1,0,0.5,0.5,8,8.5,0
1193,1,22,3,2,Forced choice (w),1,NA,669,0,1,0.5,0.5,0,0.5,0
1194,0,44,5,1,Base (nw),NA,NA,63,0,1,0.5,0.5,0,0.5,0
1195,1,40,4,-2,Nominal choice (w),NA,1,594,0,1,0.5,0.5,0,0.5,0
1196,0,44,5,2,Forced choice strong,1,NA,585,0,1,0.5,0.5,0,0.5,0
1197,0,52,5,0,Nominal choice (nw),NA,0,1124,0,1,0.5,0.5,0,0.5,0
1198,0,36,5,-2,Base (nw),NA,NA,86,1,0,0.5,0.5,8,8.5,1
1199,1,23,3,0,Base (w),NA,NA,735,1,0,0.5,0.5,8,8.5,0
1200,0,31,5,-1,Nominal choice (nw),NA,1,483,0,1,0.5,0.5,0,0.5,0
1201,1,59,4,-1,Forced choice very strong,1,NA,769,0,1,0.5,0.5,0,0.5,0
1202,1,64,4,1,Forced choice strong,1,NA,550,0,1,0.5,0.5,0,0.5,0
1203,1,45,3,1,Nominal choice (nw),NA,1,88,1,0,0.5,0.5,8,8.5,0
1204,0,31,5,0,Forced choice strong,1,NA,558,0,1,0.5,0.5,0,0.5,0
1205,1,23,5,-1,Forced choice very strong,1,NA,916,1,0,0.5,0.5,8,8.5,0
1206,0,25,5,1,Forced choice (nw),1,NA,86,0,1,0.5,0.5,0,0.5,0
